intent_id,strategy_decision_id,signal_close_utc,decision_time_utc,execution_time_utc,split,strategy_reason,target_weight,pre_trade_equity_cad,requested_delta_cad,rebalance_band_cad,outcome,trade_id,remaining_btc_after_attempt
intent_b59b5bd3b2924ac31284868e,e65cd7aae8e57a4694252445754a2a98590dd4b0207cfb7e87297ce047926c1b,2018-09-20T00:00:00Z,2018-09-20T00:15:00Z,2018-09-20T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_6ec114425101d5213845c73d,8a29c2dcf78665337b6077107329386a438db3dd15990245fb20f62be44a12cf,2018-09-21T00:00:00Z,2018-09-21T00:15:00Z,2018-09-21T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_702f3ea8ffcd185fb024a4b1,5b01d57a814ff5f5d44d20bc5a6eeb892c1f0979e04043854771338d325f6a2e,2018-09-22T00:00:00Z,2018-09-22T00:15:00Z,2018-09-22T00:16:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_9334b8631b822fe724593fc9,8820b649e5e70334ab587a0a11777746547e77d772d2dc3586c6d12516ac7099,2018-09-23T00:00:00Z,2018-09-23T00:15:00Z,2018-09-23T00:18:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_38d24405cf45cbf9d254e0b7,329eb85e5ec81d428faa2ed87432e65defbb5ed1f42d0f90533a905d836f605d,2018-09-24T00:00:00Z,2018-09-24T00:15:00Z,2018-09-24T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_263364565c7216ffb27eb343,59dba5717c35bf3b3acda422a3406e93e3c8003ff2d0b4022aebb48d38c637c2,2018-09-25T00:00:00Z,2018-09-25T00:15:00Z,2018-09-25T00:18:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_3278eef67b9a7f06e9702d36,740550086ae863f5d5b768e8bc52625f6fd499366cf5a2f2268b3b28d4265790,2018-09-26T00:00:00Z,2018-09-26T00:15:00Z,2018-09-26T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_92771346fc674b9e37f7a7b4,e17d0d70e288f438d97b2e95a7aed011108b94ceef59017633330f0ef0d97302,2018-09-27T00:00:00Z,2018-09-27T00:15:00Z,2018-09-27T00:20:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_fbad08917997b607d94c3a78,b353155885d45da5f4850046819aaf402e648cd36f40db29065f4bb11472756e,2018-09-28T00:00:00Z,2018-09-28T00:15:00Z,2018-09-28T00:20:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_c6dfb5b58bf43002675cb947,0ad669c5eb53c8853c820aed6cee5095478076d375069c2b7fe6564c32516501,2018-09-29T00:00:00Z,2018-09-29T00:15:00Z,2018-09-29T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_411cb0c4c3fae60a64dca757,8637b176e031d0b6f87e1e8e77a53d7003210523eae0d8ed261178149a1e1fcc,2018-09-30T00:00:00Z,2018-09-30T00:15:00Z,2018-09-30T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_1a456ab25489286d9b47da48,483c3df857906e8dd2b4e857345a3ae229cc1688e3885382f647316bb144baba,2018-10-01T00:00:00Z,2018-10-01T00:15:00Z,2018-10-01T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_ae3b5e2c5c80cc256cf1d310,6634e16909eb9b20028801b95abcefb041e11cf572a3086483d174d7dd8ce46e,2018-10-02T00:00:00Z,2018-10-02T00:15:00Z,2018-10-02T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_dc54dafa687c1c3e414ed296,d5a838f0953f10333fca520f3f4421f9159bc9de3b4c68170aec5220d0af9365,2018-10-03T00:00:00Z,2018-10-03T00:15:00Z,2018-10-03T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_a0957ff3edfdf187fb5b46f4,702d9c029bebdd40feb76078d1e1f13683ad7c30762c6c0cd0a792b40893caa1,2018-10-04T00:00:00Z,2018-10-04T00:15:00Z,2018-10-04T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_500bd2adb51253cd8be743f6,dee4de93564a8572b3cbcf41772ec83738bea344f0bd963388fcb0c0f625631d,2018-10-05T00:00:00Z,2018-10-05T00:15:00Z,2018-10-05T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_88b157344051a2c4b371fbf8,7cae274af450778195c1e3427946736807af859d0df256bf9cfb1db0d779a987,2018-10-06T00:00:00Z,2018-10-06T00:15:00Z,2018-10-06T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_7d0bc580805280b0c6f3eb34,6b047d21e133bd188b438ebc6f8316051d10e8925e9a8d7f81d9d3c0f2c97dc7,2018-10-07T00:00:00Z,2018-10-07T00:15:00Z,2018-10-07T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_8b48c85844016ee00427b363,771fda3ff7c0244952a4972413b4504ae8c06808e7f2bee0207226b99e66f6e7,2018-10-08T00:00:00Z,2018-10-08T00:15:00Z,2018-10-08T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_38dad8e91e3658b4f3565851,70b4a4863715cde9b44e88957f651683bf064324b5eaaa20d6a4e69c779fc1b3,2018-10-09T00:00:00Z,2018-10-09T00:15:00Z,2018-10-09T00:18:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_ab63e763c0ef7733ff082d05,e04e42dff771fe8f4ab465f60389c2df6252a6e7a568bcaab3c339be2e7f4205,2018-10-10T00:00:00Z,2018-10-10T00:15:00Z,2018-10-10T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_5fffefc6d820184105f0ea1d,c55619e477f0e4e1ec4767d00b66c578f14ed55e6ff2d0aaac24b4b8e3b4ccd5,2018-10-11T00:00:00Z,2018-10-11T00:15:00Z,2018-10-11T00:16:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_3618b30e99ef4cccfe343901,b4985ef7fd97509ba7c6222ed3a920715c0c56a49d8df3298ab5b7d1a5236f4f,2018-10-12T00:00:00Z,2018-10-12T00:15:00Z,2018-10-12T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_2b9d51e208a00374616c39a1,3a8d67bc53b88b1c65014555ad3004e952d4ff695c38b889c68d46a24dcc626c,2018-10-13T00:00:00Z,2018-10-13T00:15:00Z,2018-10-13T00:16:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_3d30130ecceefa99b364b30f,71af3e6097159fb3ca0eaf1eaec79b198ad12f937ce2fc55797c5f854d8eb65c,2018-10-14T00:00:00Z,2018-10-14T00:15:00Z,2018-10-14T00:15:00Z,development,below_trend,0,1000,0,50,no_fill_reference_unavailable,,
intent_d3d6109e6ab171e9f14d6b23,08fe8e753c6d445cd992e06fc1d46fc7be15ae2d52279db3830c58ae533e8669,2018-10-15T00:00:00Z,2018-10-15T00:15:00Z,2018-10-15T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_9d84caf5c4dd3c51216937e1,78c325291743453627e9ec9a9c281837b255b85141478cced0ac724f291836ba,2018-10-16T00:00:00Z,2018-10-16T00:15:00Z,2018-10-16T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_90bd4ea84a2321eed59d3d1e,9740a9c7112c79be8158206ed393400cc24c8524561e09f8dd56821805343c28,2018-10-17T00:00:00Z,2018-10-17T00:15:00Z,2018-10-17T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_790926d5ec4ceb3611b6e016,2c2b53b29fd0348207b137b2e0b05b25bb0c371f55bf364ef6f602395fb355ca,2018-10-18T00:00:00Z,2018-10-18T00:15:00Z,2018-10-18T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_3fc65a6663a3d3cd4c26b24b,7f3264e41ffb6bfa92dec272a56570b9536da966fe5ca0dd2ae8436d110b10e9,2018-10-19T00:00:00Z,2018-10-19T00:15:00Z,2018-10-19T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_7b4733f7b5c347cc0955c25c,641d5b1b2a038be6536df5566d50f76e74e22a2c193d4b22e5728c452a73bb93,2018-10-20T00:00:00Z,2018-10-20T00:15:00Z,2018-10-20T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_8792f38eeef52e3ba2d59a1d,3f7bb360fe770acf50912fe2440f9eb08796a05a045311c12d1e88b358fb2546,2018-10-21T00:00:00Z,2018-10-21T00:15:00Z,2018-10-21T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_cd2123bb9d9cf413b4ad7d4e,34f7e3037662e9e72c600af0d972e25961f7368cf7ecd12195c60e5294d1eed3,2018-10-22T00:00:00Z,2018-10-22T00:15:00Z,2018-10-22T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_0861ba65f4ef9f5d33c38884,3224794fb9176a58b3b08fa5fa3b3ac4314ce2e5d1999a6d1cdf67c22ebeedbe,2018-10-23T00:00:00Z,2018-10-23T00:15:00Z,2018-10-23T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_50b45d5fb72a7923e151dfaa,e41529bf486ea3e25ed1794fb2519df03679e703636d31d7271dc184c25b322c,2018-10-24T00:00:00Z,2018-10-24T00:15:00Z,2018-10-24T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_4e44ffab827cd480ed924d83,e3dd7445f4050247298d5bcd44b94968b6e80bbcd531755e29314b252e7d9cff,2018-10-25T00:00:00Z,2018-10-25T00:15:00Z,2018-10-25T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_d3d02aef314f5ca27bb0a600,05d81f339bbdfdfd9f3a75ca09e2cf8aaf909f65fe25fd2ec57c83982da638a3,2018-10-26T00:00:00Z,2018-10-26T00:15:00Z,2018-10-26T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_5d543e20ccc364687b129773,3424fc701b494067440afc15f92d6cfc5168834f59db07025389b4a3f2558c2a,2018-10-27T00:00:00Z,2018-10-27T00:15:00Z,2018-10-27T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_f8ffef9d1248d995a303f699,d15ff434622bb312dae2029ec7a6e1084cd3604335470f647d8c7d0ab4c48456,2018-10-28T00:00:00Z,2018-10-28T00:15:00Z,2018-10-28T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_94071b24dfd732ae986c96aa,5f1692a25100af0b299219bbf4cd6e4210e9e799db0a183e5abb0555b6e70ab5,2018-10-29T00:00:00Z,2018-10-29T00:15:00Z,2018-10-29T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_da72c8a70bf2a4419b22609e,1fa9c1827de00b0e079a69e3f38dc92f9ce85191ee078b77c8e496c8b9aec1ff,2018-10-30T00:00:00Z,2018-10-30T00:15:00Z,2018-10-30T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_26179cc040909a071ef4730a,bf0033a1545e7f7f92b36426d1bb2e4def0a5442271fa6961b0e2299860ffe0d,2018-10-31T00:00:00Z,2018-10-31T00:15:00Z,2018-10-31T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_ec367ed3d57eca4ab4924a1e,3c6a11700c47a1b8b87af14e81b89872434d0bfa666830169a40d26f28ee22da,2018-11-01T00:00:00Z,2018-11-01T00:15:00Z,2018-11-01T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_95abc39684ace8bfb6d3407c,3bfd14187c15abb06213b2a8116240783194c46eb3dcda861ba5bba9e679425d,2018-11-02T00:00:00Z,2018-11-02T00:15:00Z,2018-11-02T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_796718d444d0cf29e5cb539d,088516ecba0b0ad96be9020291a5b1f5594a62971e74fda762786cf7c1b0a220,2018-11-03T00:00:00Z,2018-11-03T00:15:00Z,2018-11-03T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_7644b9830709087736d7b5cc,11a7d36166001f972ed7a5f2a17da778abc81e2e629a732526702df772bf04b1,2018-11-04T00:00:00Z,2018-11-04T00:15:00Z,2018-11-04T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_7233f4f410c831a8ad7a4497,897ddea4ca36b24d1a266d0f5625a5db7f7d35889b8834e19e22817f7e8cd293,2018-11-05T00:00:00Z,2018-11-05T00:15:00Z,2018-11-05T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_3e94217675b43487f158463c,7e27bee401a915dbe890c495779ccabfc59ac6da2f740048f2bed4a268ab89b8,2018-11-06T00:00:00Z,2018-11-06T00:15:00Z,2018-11-06T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_eb0ba4d20b402366ad31a702,40e90dfac7dd10a1ea6b6498a4360883b1cc625a62af77353cc3822273f8ddc2,2018-11-07T00:00:00Z,2018-11-07T00:15:00Z,2018-11-07T00:17:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_46484969af1f9151c2c2b074,d9aa3d9a95ef2336aafa8a5d7e098dd16e881227d3ff19f0bdbaf5ccf3eec766,2018-11-08T00:00:00Z,2018-11-08T00:15:00Z,2018-11-08T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_60ab86aea457290d5ae78867,488e3c87af7b1e4ac5b3f193e084472b8cfc69ca5de2cd032298943404aabc76,2018-11-09T00:00:00Z,2018-11-09T00:15:00Z,2018-11-09T00:16:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_f1dfb0a249952162186988ab,6f2d3536b690ed3bce745ff5b02e001bbaab28d950d116c6ceb86311979192db,2018-11-10T00:00:00Z,2018-11-10T00:15:00Z,2018-11-10T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_249d7191184137497cb5596f,e8aaa627a0cf9381a03f605cbb06cde59de131fc3dbf106e2c95dd053ec85187,2018-11-11T00:00:00Z,2018-11-11T00:15:00Z,2018-11-11T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_6a31333faf240afc82a379cb,a29f32bbc1c3383c80b9219868babe1ac2b11bdb63be01d0404a2f63cfb1f667,2018-11-12T00:00:00Z,2018-11-12T00:15:00Z,2018-11-12T00:17:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_ca90bd6cf57e1723eaa34958,12e2bccc5a7b903e7ad26605ba7d1954bf499835df6da980b7e57029dc6048c8,2018-11-13T00:00:00Z,2018-11-13T00:15:00Z,2018-11-13T00:17:00Z,development,below_trend,0,1000,0,50,within_band,,
intent_757d6f02bf31c6fb724b3ffb,a6f7cb6581d296afad022c1bf18dca109e5f9d0370b5aa6aaca124c222dba3dc,2018-11-14T00:00:00Z,2018-11-14T00:15:00Z,2018-11-14T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_fcf445b0a01fedfb199f3891,cfa0f8d4ed9c7a06b7f528a79dd8801d9b26a6f7e1e2a9a743be36ea8efa01b9,2018-11-15T00:00:00Z,2018-11-15T00:15:00Z,2018-11-15T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_9d8102dd7d219cbb8d4df9ab,e218f4eda7e969d421c00529567bc43fcc854ea278851fa8f3ec1955d61d62d3,2018-11-16T00:00:00Z,2018-11-16T00:15:00Z,2018-11-16T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_41e6ab6b42a766fac11fd03a,53d9311d9bebd435a1c116095ae2b316c04ba6b032a6d3c019719660ccea7ae2,2018-11-17T00:00:00Z,2018-11-17T00:15:00Z,2018-11-17T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_4c2de26217817cb1e535ee5d,790e920efcded621611cce641d82759c135529d7903e6ac8f3b5c4071c634279,2018-11-18T00:00:00Z,2018-11-18T00:15:00Z,2018-11-18T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_c17279ac53a4c0c8a3204e9f,63256425b7752a0a06a4f6160655ca9dde7a48df0e28902300249b7b1f56d12d,2018-11-19T00:00:00Z,2018-11-19T00:15:00Z,2018-11-19T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_ff421c143d2a9de2285ef53f,2af42d233ed0b19d73499ce4818380c6a6b2510c66f07ed8e56c7d749ae9e2e4,2018-11-20T00:00:00Z,2018-11-20T00:15:00Z,2018-11-20T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_2d496c940cdcb141a2b93300,7eb102a0f03cfd191f33696f7ab33ec59840906ca7d1169f4eb4678030b68376,2018-11-21T00:00:00Z,2018-11-21T00:15:00Z,2018-11-21T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_e9c5d56ed1b4d99b0c81a2e0,0806b5008c777ffb0f933bffdd5d70d591f59195f31a2724da847916f0daf980,2018-11-22T00:00:00Z,2018-11-22T00:15:00Z,2018-11-22T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_440f23c246bc27f8f33a806f,5748505d0ccdb6f15d826de3e84274903f2f740d41c288b3598454dc4edb1b3c,2018-11-23T00:00:00Z,2018-11-23T00:15:00Z,2018-11-23T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_b1d9d6c5630b9c9a8da0cf61,7ffe83b831a8905944641baad21002c2744ad0d1dcc7e561e37a0e16920d4f0e,2018-11-24T00:00:00Z,2018-11-24T00:15:00Z,2018-11-24T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_56e4bfd21d5655351285199a,b01b725a83c1d476bb8dc9a3f6b27523b839644bb861c1423b7e0de98b83b801,2018-11-25T00:00:00Z,2018-11-25T00:15:00Z,2018-11-25T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_09f353c96a8065c3b4b3cd81,f23ec78852733be639c853e69c499f08944498fac4c6554bf9e601e2c3bc73a2,2018-11-26T00:00:00Z,2018-11-26T00:15:00Z,2018-11-26T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_d473899ccbfdd12809b03742,1f5a8139f0f05734a6ee85ea9bb24bb780e752a79413eea75d97eb61beeaac21,2018-11-27T00:00:00Z,2018-11-27T00:15:00Z,2018-11-27T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_db1c45c931f4a1efead7dd1b,9b8458b90692e2c87b1d0ff5db674cdc8dc91387f049d4df6ff481ff126cbe17,2018-11-28T00:00:00Z,2018-11-28T00:15:00Z,2018-11-28T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_bd00ddc2a78889683b6c6c83,804eb06890a1bc8500f6abfefe9fe66b71553ff0e30d56f791d56f0aee1e7d19,2018-11-29T00:00:00Z,2018-11-29T00:15:00Z,2018-11-29T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_70ae29bf2af3cfca10109a1f,f5ddb570542943f5ed9013c766fcf6ffda00f3f9211fd5b59900942699c65c50,2018-11-30T00:00:00Z,2018-11-30T00:15:00Z,2018-11-30T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_b972b3fe42f3b2dc4b7819f4,d37a4f5ddd66d6f66514facc6cf112c874c41123a83c3362be3d95caa1e1d117,2018-12-01T00:00:00Z,2018-12-01T00:15:00Z,2018-12-01T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_012ae44c994547f7138d3b1c,308c6a5c59d15c9799717ede8104eca32587dcab154ea4521f8ff08d6f844f8c,2018-12-02T00:00:00Z,2018-12-02T00:15:00Z,2018-12-02T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_385e030cc758123c43f3d115,550b717d3a366a3e504aff0e6c0216eb44c6a9b20a44211ef7c6e93ca2ea9181,2018-12-03T00:00:00Z,2018-12-03T00:15:00Z,2018-12-03T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_4fb0a697f6c7b638ec874411,7fa659c7984e1c3615caddd54def4252f6c28562a9fb19053e1536e208081eee,2018-12-04T00:00:00Z,2018-12-04T00:15:00Z,2018-12-04T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_18ddc0a435886406d4204c60,2b30013273b713c6eab9a831f0f3702ab5bab7b72e2af0df483f4ef927570441,2018-12-05T00:00:00Z,2018-12-05T00:15:00Z,2018-12-05T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_2e85814230823741290ca9ac,94ba3000d341d1b288509e0b5bfa5eb4cb26abcffbf033d95688c087642a4e12,2018-12-06T00:00:00Z,2018-12-06T00:15:00Z,2018-12-06T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_7ed8d7c4ddf61a12d544ae02,9b328410223af78dec7010170a6a17a7ed8d20625b198b57f791070be6324b76,2018-12-07T00:00:00Z,2018-12-07T00:15:00Z,2018-12-07T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_f264a93a7deb17095ad58257,c7a9bbca742d2952e73f840b25473b4a129152e4b892f8d9e0baf2f3ee95017d,2018-12-08T00:00:00Z,2018-12-08T00:15:00Z,2018-12-08T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_4f591accc9bfd9bffcbd1e6a,86b9b48e9240385724ad2b6bafd62bd30095fe2101fcb48da3fe94b751f65ef6,2018-12-09T00:00:00Z,2018-12-09T00:15:00Z,2018-12-09T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_ddb8bc148713fbf1fda6fbe0,8e64a4f49c95685958a3e9b2eaaa12aa7b7c7430e30ea95650d53676838dc6bb,2018-12-10T00:00:00Z,2018-12-10T00:15:00Z,2018-12-10T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_a8fddee6fba66d2b684f4cd8,f79ab525c2b583762648f204869bd28f724912e9fbfbaff779d7acc1f835f45b,2018-12-11T00:00:00Z,2018-12-11T00:15:00Z,2018-12-11T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_ccc035f7a1b27e0766d9a878,c81409d116a4d2ce4e22ae4bd201f5c6bc4dceb96059daa2338abcc11a218d46,2018-12-12T00:00:00Z,2018-12-12T00:15:00Z,2018-12-12T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_879d015c961627f01f0c948e,0070c9f2a5fc14a3e6a987a49b6befdab562df77d8e5dff8a00e184a548a0a99,2018-12-13T00:00:00Z,2018-12-13T00:15:00Z,2018-12-13T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_8703e67379cc46ea5c80cb02,e496ecddbcea7d62e0af0bc413008944355048e5c8ee970e24aae307a287a5bb,2018-12-14T00:00:00Z,2018-12-14T00:15:00Z,2018-12-14T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_f2b81f3e7d11975efc0c678c,2b4a608ebe8766541ad9c83fd25b4aa9c6400b82e45f4d002e7f136bdec6b3f0,2018-12-15T00:00:00Z,2018-12-15T00:15:00Z,2018-12-15T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_561219a80e2d222c2a15fc1e,7edd78e6638a33eadcca5efa14ddfeb5afe2dbd722f269b33d0a863e61f03ad1,2018-12-16T00:00:00Z,2018-12-16T00:15:00Z,2018-12-16T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_4781861b9777a1eebcaeaaf6,ca198a1a3ce0beba84081ca824026a06ef683080013d49ee2d65760814b552a7,2018-12-17T00:00:00Z,2018-12-17T00:15:00Z,2018-12-17T00:17:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_4b0d6b4e32cf1c283a930ab9,742ccac8092cc10295a99eaf8e99d5b4f40b789732648baab42065d6c002d125,2018-12-18T00:00:00Z,2018-12-18T00:15:00Z,2018-12-18T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_ccc6e3334c0eadd480308152,e5aba18a34d7aa4fa54b04c98188b732422481f2ad99e022e26481dfc7a75f1f,2018-12-19T00:00:00Z,2018-12-19T00:15:00Z,2018-12-19T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_f9a65de0421d259397afdebe,fe8d0beb5fd6effd638383b6e4ea1ddafa69ad3b2cf5f928507a6043ebdc4073,2018-12-20T00:00:00Z,2018-12-20T00:15:00Z,2018-12-20T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_66a145110148eadc19f4dd72,ab7199fdefa5967c74bd0aae29dd476c4ca7c80f0d068145be33ce4a2abed490,2018-12-21T00:00:00Z,2018-12-21T00:15:00Z,2018-12-21T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_e3cc260d7cf114fd7f4a085f,8cf739d0c16219927b0a914d1f072c147ac48e892e9ad0bcfee1d8e2264513aa,2018-12-22T00:00:00Z,2018-12-22T00:15:00Z,2018-12-22T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_767023c7d8a4851fae55b561,ac83db56f7963baf270544b3e8e184d07b89be221f0e26989e1c19396caea7ca,2018-12-23T00:00:00Z,2018-12-23T00:15:00Z,2018-12-23T00:19:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_03ced214b0c8e0be01350cdb,22ae2ab1bfb6ba8fdade94c240180ae8cda5dbce37aee001c2bc5ab70e1714c6,2018-12-24T00:00:00Z,2018-12-24T00:15:00Z,2018-12-24T00:18:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_ca07012310ea1e4b67d7ad0b,bae689ce4df0328a94dcbc3c54d81d37f372427511f8d76bd1a7e30d1bf8aa61,2018-12-25T00:00:00Z,2018-12-25T00:15:00Z,2018-12-25T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_0b1f48ce77aeb07a38d823d9,f49e8ca859719292bced8fda62acbbc5628b67c321e09745723c613b6a076cbe,2018-12-26T00:00:00Z,2018-12-26T00:15:00Z,2018-12-26T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_26f4d4b5c9bb05db06415d4c,d76027519fca7a0cace935021220c787814d891ea0964358dec29c82fb31a36d,2018-12-27T00:00:00Z,2018-12-27T00:15:00Z,2018-12-27T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_0a4489a21353ab4ffde09f60,cd8d40e74468a28a038973509a2096ffa6981c9b3c4d6173a1bf294e814b20c6,2018-12-28T00:00:00Z,2018-12-28T00:15:00Z,2018-12-28T00:15:00Z,development,non_positive_momentum,0,1000,0,50,no_fill_reference_unavailable,,
intent_b20e07c7a73356058155552d,c503c664278229567748e3dd58ca7d2457ee23e14d91da5564436cbd1083ccf8,2018-12-29T00:00:00Z,2018-12-29T00:15:00Z,2018-12-29T00:20:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
intent_4c4fd5bb2271c46e0ac69fdc,1b2e4f1c2ce783043fd448b31c1d78658c6d699adbaeda46b8a2b8258c46eed9,2018-12-30T00:00:00Z,2018-12-30T00:15:00Z,2018-12-30T00:16:00Z,development,non_positive_momentum,0,1000,0,50,within_band,,
