intent_id,strategy_decision_id,signal_close_utc,decision_time_utc,execution_time_utc,split,strategy_reason,target_weight,pre_trade_equity_cad,requested_delta_cad,rebalance_band_cad,outcome,trade_id,remaining_btc_after_attempt
intent_e81e124f0f98a9ed510ea633,2d98b7579833010752fd47939e66df5405e8bc9234eff41d2341ac1f18c696c5,2019-07-05T00:00:00Z,2019-07-05T00:15:00Z,2019-07-05T00:16:00Z,development,long_signal,0.2396350672082213051927306122,1447.855000042576,0.2198780564019604512782108,72.3927500021288,within_band,,
intent_892d07a4a8f2861f6db22c0f,14d67140d6dedca0f5f8810870ababcae1f97dfb4cf26a43e72ef9adcbc185f4,2019-07-06T00:00:00Z,2019-07-06T00:15:00Z,2019-07-06T00:15:00Z,development,long_signal,0.2379009347551580091162438472,1444.84896789928,0,72.242448394964,no_fill_reference_unavailable,,
intent_6ca01fa719131e13b002051b,8b228d0f2678bb879364c2a84abf28a4c748eac81f91e04da31e4160dbbef1d8,2019-07-07T00:00:00Z,2019-07-07T00:15:00Z,2019-07-07T00:15:00Z,development,long_signal,0.2425231921403504581764097523,1453.665691715856,0,72.6832845857928,no_fill_reference_unavailable,,
intent_a8199604defe4ada507e773d,b616640dd3553428d08ea4f6dfd0af2302f037924343d2fd6a1a915724990498,2019-07-08T00:00:00Z,2019-07-08T00:15:00Z,2019-07-08T00:20:00Z,development,long_signal,0.2394645179861030533178349165,1459.687460706704,-9.0260586621983860853940058,72.9843730353352,within_band,,
intent_b43c086683e447e305ce5872,ec7ef139f2b0926873d85c19f82b3d9972ce524f7cc336f94638a4507597601a,2019-07-09T00:00:00Z,2019-07-09T00:15:00Z,2019-07-09T00:16:00Z,development,long_signal,0.233783065143837666001048138,1489.53913099816,-40.1920594457058138195951727,74.476956549908,within_band,,
intent_7558143426d8c1d7b92994fa,e1f36aedaa832eeff7d055116be024f07b882c26a39bee04dc4e4ea7355565cb,2019-07-10T00:00:00Z,2019-07-10T00:15:00Z,2019-07-10T00:16:00Z,development,long_signal,0.2384196879231355739742054211,1498.530539491344,-40.1333080665137746194544527,74.9265269745672,within_band,,
intent_be08d960ab43fbd046db3fbc,988531c7d601c099fc48d0cb431c9094e3c829555677b64fada93052633b7c23,2019-07-11T00:00:00Z,2019-07-11T00:15:00Z,2019-07-11T00:16:00Z,development,long_signal,0.2378160385048649970434557697,1480.01638994696,-26.926707311486472320681958,74.000819497348,within_band,,
intent_af15c4440ef29ec02041e145,4e92d9d6afa8a5a95c2f671c7335ac2b73ca5a3ebb1f20078b9da5b44d85a02b,2019-07-12T00:00:00Z,2019-07-12T00:15:00Z,2019-07-12T00:16:00Z,development,long_signal,0.2309148760084381394062672307,1458.49620825928,-20.5896893142951886219160318,72.924810412964,within_band,,
intent_960dfa03f4031bb0b0c01770,abef06a79f6a4b39bdf213df5d2dc346bdac1853c3f78eedc39e3e33d7ace18b,2019-07-13T00:00:00Z,2019-07-13T00:15:00Z,2019-07-13T00:18:00Z,development,long_signal,0.2308543876603814758136194551,1475.3096083828,-33.6098642740955081905535717,73.76548041914,within_band,,
intent_ba0557a16cab5255acab67c8,ac3f088656e3507f399674899d96d3d51a5a64b8c431e5ce35f96f8ab76cd3e1,2019-07-14T00:00:00Z,2019-07-14T00:15:00Z,2019-07-14T00:19:00Z,development,long_signal,0.2287265174177593397722102178,1464.34329257352,-28.291103103107716864781823,73.217164628676,within_band,,
intent_941ffa554b17609ea23c3379,da981c7aee38ddbf5d1c6741643b512e36a17f10372196befa23d6343fb28419,2019-07-15T00:00:00Z,2019-07-15T00:15:00Z,2019-07-15T00:15:00Z,development,long_signal,0.2348210753216483403850172572,1439.033423873872,0,71.9516711936936,no_fill_reference_unavailable,,
intent_e2d6db9d6d5a9c8a5c50ad35,eb877a891798373ba040ccc60b1223c4508de9efde7af79ca84c69b1cf0ac96f,2019-07-16T00:00:00Z,2019-07-16T00:15:00Z,2019-07-16T00:15:00Z,development,long_signal,0.2387880191660697295158564652,1446.532734087696,0,72.3266367043848,no_fill_reference_unavailable,,
intent_deddc6e933c96a10878d43fd,ba35454bf1ace1a6e08fcae747f4b4363dfa6c26d560ceba31e1b301de49bd56,2019-07-17T00:00:00Z,2019-07-17T00:15:00Z,2019-07-17T00:18:00Z,development,long_signal,0.2046294337580059121334921146,1405.307150408208,-16.6218961080835500410436995,70.2653575204104,within_band,,
intent_30f66f6b94abbbc110e73c31,baff189ac5f16202934c63ac2d78f540de3620bb212148b7058d6e5777ac9d89,2019-07-18T00:00:00Z,2019-07-18T00:15:00Z,2019-07-18T00:16:00Z,development,long_signal,0.205008844708500426944423735,1408.257380502032,-18.434114017075324695666539,70.4128690251016,within_band,,
intent_d05c0ca8f2d2b353ce30d653,50dfc8accdbdb9ef2371f3ccfc2133935053872b5b0365bb80fdbcc7890a9884,2019-07-19T00:00:00Z,2019-07-19T00:15:00Z,2019-07-19T00:18:00Z,development,long_signal,0.1990325315775582324837340805,1437.167694480656,-50.0065220906722723726931692,71.8583847240328,within_band,,
intent_fc3fb15412f142709447b11e,05b70546a0ae82e1e7f268a008b35cd15e1a312c36e3671b67627c553da9607e,2019-07-20T00:00:00Z,2019-07-20T00:15:00Z,2019-07-20T00:19:00Z,development,long_signal,0.1993596840437906074904268145,1435.032659544336,-47.8269540890406391201266872,71.7516329772168,within_band,,
intent_a8bdeaa1a3e89d0e243e6c57,54e92e2ec460359e1208e3a681ea3f0ec3b641bfb34026bb447419c617a12a65,2019-07-21T00:00:00Z,2019-07-21T00:15:00Z,2019-07-21T00:15:00Z,development,long_signal,0.2360099630071287189810782948,1441.272784380944,0,72.0636392190472,no_fill_reference_unavailable,,
intent_fe0178c74dcd2fa55eb3bef2,ebf78dce3ea7715b8181d65e86171e0d727bd367102c5fa3e0003597d656822a,2019-07-22T00:00:00Z,2019-07-22T00:15:00Z,2019-07-22T00:18:00Z,development,long_signal,0.2012736715331606838278599324,1439.229944135056,-48.4328012425115378888448945,71.9614972067528,within_band,,
intent_5b49d6223ffec7b3ee855e91,6924e4d9926593c9e03e5788992be955498397d0ba93b448d44d617e530d8826,2019-07-23T00:00:00Z,2019-07-23T00:15:00Z,2019-07-23T00:16:00Z,development,long_signal,0.2033544785555167485464288878,1428.765846771024,-37.1018651669550713221035143,71.4382923385512,within_band,,
intent_686b794e06a032d535b12555,a679e5a2ecd77bdfcd6c174a0ae75aec3b7ba6f0ae2463b0b163b06a90cd4909,2019-07-24T00:00:00Z,2019-07-24T00:15:00Z,2019-07-24T00:16:00Z,development,long_signal,0.2018950782376074634627162872,1408.655273376528,-23.1366588923395496704400001,70.4327636688264,within_band,,
intent_c0b26d35104042e4cd6b167b,e20e973286ce04bb8f7f04d3da3f5955336a4e8d0a329d29856cd7fbe8bfb1cc,2019-07-25T00:00:00Z,2019-07-25T00:15:00Z,2019-07-25T00:15:00Z,development,long_signal,0.2206860887174544624478590753,1412.93262177736,0,70.646631088868,no_fill_reference_unavailable,,
intent_7170fbc73c6adb9d5622a152,45893e4d56befe1bb4da4565723577226bce951aa700abc26f6d59db9332d496,2019-07-26T00:00:00Z,2019-07-26T00:15:00Z,2019-07-26T00:16:00Z,development,long_signal,0.2058259859649131202521017201,1415.366076369552,-22.9289103434824385425610843,70.7683038184776,within_band,,
intent_ee1a1eef6dc5f6a96da0e67a,0eef88199a0998d929a9f3cf530a67afe1d8e60f3d7c7dc9ddc295a5f12e0a1b,2019-07-27T00:00:00Z,2019-07-27T00:15:00Z,2019-07-27T00:18:00Z,development,long_signal,0.2137025092716838025687224771,1427.094211462928,-21.0025496501893439195871839,71.3547105731464,within_band,,
intent_fe1a3741ff9dbd0f12b73c61,29efe584c022614109edef6af61157bc6d7880bd4c6cb30e6ad6110bd1442489,2019-07-28T00:00:00Z,2019-07-28T00:15:00Z,2019-07-28T00:19:00Z,development,long_signal,0.2353283795530043696602153416,1403.293424275088,28.0593911529711046619221693,70.1646712137544,within_band,,
intent_1fca033b501789890dfa04b6,aeb0776ca9943f6ee04789bee56d11df4a3392b7f9540a00db036f6cb558924e,2019-07-29T00:00:00Z,2019-07-29T00:15:00Z,2019-07-29T00:15:00Z,development,long_signal,0.2165858680945354983370829628,1405.537637134288,0,70.2768818567144,no_fill_reference_unavailable,,
intent_8e7ee83cedfc50a50c484a0f,5ec8553a364dc22a543047c69786b93505aee838e1a0f57abeb1ca0cf4372a04,2019-07-30T00:00:00Z,2019-07-30T00:15:00Z,2019-07-30T00:17:00Z,development,long_signal,0.252652965798374206582507284,1405.537637134288,50.6936632849449622328592089,70.2768818567144,within_band,,
intent_1aa98b855a5b661f7ae35925,33d227e57305e36140e2b6f5abcddc5041837ec18e07c39cd79d62644032c7e3,2019-07-31T00:00:00Z,2019-07-31T00:15:00Z,2019-07-31T00:19:00Z,development,long_signal,0.2727215151273467651359022516,1410.086717254288,75.592316592264045609757219,70.5043358627144,buy,trade_b884cea4380c3c504175894a,
intent_511158047386800c3e794c71,2e62dca19ff8402cd10dea6e116af66d20a0946de884e493e15321bed06e0c58,2019-08-01T00:00:00Z,2019-08-01T00:15:00Z,2019-08-01T00:16:00Z,development,long_signal,0.2685544119929210622342426546,1427.650018475632,-20.0961432242097575436873233,71.3825009237816,within_band,,
intent_30939e5bffc287efe54e98a4,5dde47ffa123a0f752557568cee3b7534aa376d4237e3728a33c83783e43a60f,2019-08-02T00:00:00Z,2019-08-02T00:15:00Z,2019-08-02T00:18:00Z,development,long_signal,0.2753451568010686406476184763,1435.247744860656,-15.9070654956025154495783509,71.7623872430328,within_band,,
intent_6c22e7f5a3e7d96c4bd34968,b96c032369fa002b9bc6b69475245c0cc6b50faec01d515141cd11d95f18783e,2019-08-03T00:00:00Z,2019-08-03T00:15:00Z,2019-08-03T00:20:00Z,development,long_signal,0.2877524368879794300794297874,1439.436157617424,-1.0827315103245890782915705,71.9718078808712,within_band,,
intent_dc5b0750378a7e8c4aa099c6,050e0b48bcc32596d796bbe1eb7c77650838a52738b8552a7f956e4079b6a541,2019-08-04T00:00:00Z,2019-08-04T00:15:00Z,2019-08-04T00:17:00Z,development,long_signal,0.2950680746101125206682999423,1452.381886159792,0.3218045959974552185385505,72.6190943079896,within_band,,
intent_930f7a4d833ab529b64c2f6a,52860b64c6f07dee20e2e992954b3d431e98271f498dbeb7d31b62805509fa5c,2019-08-05T00:00:00Z,2019-08-05T00:15:00Z,2019-08-05T00:15:00Z,development,long_signal,0.2989830053071942791668652548,1460.951976573424,0,73.0475988286712,no_fill_reference_unavailable,,
intent_47e222b0ec6e4846daefb109,0fe29a89ed8b2bcc33f89e9d1e0806becbf8a6e628f8b5bead989b07ab2e8a60,2019-08-06T00:00:00Z,2019-08-06T00:15:00Z,2019-08-06T00:19:00Z,development,long_signal,0.2894854833283566886150716645,1484.183021517776,-30.3814181779457993099034181,74.2091510758888,within_band,,
intent_10280a010f60e71cf636ee5c,83bb5b168063a613a2f29589d03c98789470a35b7eae37cd314576b6bcfa5ee2,2019-08-07T00:00:00Z,2019-08-07T00:15:00Z,2019-08-07T00:15:00Z,development,long_signal,0.3072026899825346083243005222,1478.285422300784,0,73.9142711150392,no_fill_reference_unavailable,,
intent_10f65ddb1ff0f6d9b5a49641,b75651a13ed7842789cd3065f19fcbcf5146b6422d444904aaf87c4cf6c9abae,2019-08-08T00:00:00Z,2019-08-08T00:15:00Z,2019-08-08T00:16:00Z,development,long_signal,0.3012126961695528460665481863,1497.39750906184,-22.2102041117347335249651496,74.869875453092,within_band,,
intent_5b4e09a366b61d9f87fe6867,6e42878e3245b99eaae832b6dd286d48026f3ae9f1c2f87c30a26b7e74eeb699,2019-08-09T00:00:00Z,2019-08-09T00:15:00Z,2019-08-09T00:19:00Z,development,long_signal,0.3023117031357608390373851211,1502.204973451728,-23.9186654605097124252765659,75.1102486725864,within_band,,
intent_13680f6e7149a7b5ec466622,6f1b53a464b14860f80343f17aeedcdf9ec78aee415843a42eff49ae6feace48,2019-08-10T00:00:00Z,2019-08-10T00:15:00Z,2019-08-10T00:16:00Z,development,long_signal,0.3042289251182682357727570517,1499.52644272696,-19.1749608617005438060842211,74.976322136348,within_band,,
intent_5ed55c92c6c5a15cf0c8bf46,fe7dbfe259b9182dd245cca8a76f8ce1a4be374c3c37f0c8e40ecfd4d9f7c08f,2019-08-11T00:00:00Z,2019-08-11T00:15:00Z,2019-08-11T00:15:00Z,development,long_signal,0.3058058975656150180045213132,1475.310954697744,0,73.7655477348872,no_fill_reference_unavailable,,
intent_6ce871ab60393e7d5f108910,1acf544b406c93372e982cc9058df8ea3ce7044dbe49c16e675154505a90be8b,2019-08-12T00:00:00Z,2019-08-12T00:15:00Z,2019-08-12T00:18:00Z,development,long_signal,0.3112000073369004889997318958,1483.820649830096,2.0965112916903265263312908,74.1910324915048,within_band,,
intent_04ec58f3caa7f599e1f90a4c,5fb174e96ae2ed2bc077a1e9126eefe2e200897db31259f96c8d04b8bf8404d4,2019-08-13T00:00:00Z,2019-08-13T00:15:00Z,2019-08-13T00:15:00Z,development,long_signal,0.3070384867046655865362850056,1477.93512966936,0,73.896756483468,no_fill_reference_unavailable,,
intent_0adcc5e6f5abd9c6d60dabe7,1f633b4e0e427e4c9fed9e709814574ddcf6ac8017efebb4519528853f74eb93,2019-08-14T00:00:00Z,2019-08-14T00:15:00Z,2019-08-14T00:15:00Z,development,long_signal,0.2984551755374023379047480906,1459.852782454128,0,72.9926391227064,no_fill_reference_unavailable,,
intent_61c90b2312a641a45876bfbc,35691a619d59a29fb89f1a93c5e623b3335dc54d2af5a3edc7169080f8ea06a2,2019-08-15T00:00:00Z,2019-08-15T00:15:00Z,2019-08-15T00:16:00Z,development,long_signal,0.3043217259200637653843155354,1432.496739798352,27.5953044399629771168278334,71.6248369899176,within_band,,
intent_f28cbc2490d7eb0267b5946e,83655c1d2cb63f2de4ec25988880dd24c8802c00c0df08d5779793858f82525c,2019-08-16T00:00:00Z,2019-08-16T00:15:00Z,2019-08-16T00:16:00Z,development,long_signal,0.3743070528580158014451029119,1440.251493914704,122.9969621548793335263395121,72.0125746957352,buy,trade_d1c1c145de47bb9a9066f27e,
intent_881d19725abddfc4654614b5,1d1a2d3ead85a2dc712c7c95cece6d977cfbf6c112f63982cd2d675f2b3d188b,2019-08-17T00:00:00Z,2019-08-17T00:15:00Z,2019-08-17T00:17:00Z,development,long_signal,0.375065385470995897448803897,1437.062536698992,110.9122342859586227545164227,71.8531268349496,buy,trade_08206aec2c9242c7c1275ba1,
intent_e74b1e023623df245eecd72e,b5f737cdafe1be9ede337b5f1e0a54994c527f88ecbbe15b869fce39b20e7769,2019-08-18T00:00:00Z,2019-08-18T00:15:00Z,2019-08-18T00:16:00Z,development,long_signal,0.423270581372564127255305488,1433.152266811952,150.4949329779270642928696089,71.6576133405976,buy,trade_341758bdcd2d1bb23f9205e8,
intent_8c1afc836be2867a66b7ed9b,553a5a89f069f63ee4ddad37503fe32d4769886238f1bf0d5ebd86cc9d820f62,2019-08-19T00:00:00Z,2019-08-19T00:15:00Z,2019-08-19T00:20:00Z,development,long_signal,0.4217007124995111291564107076,1432.752157632592,108.6811791772599288658437759,71.6376078816296,buy,trade_9edbfc36cc34c57c4982873d,
intent_93e8059137b1cf485512be16,9d47baff9d8478f56935596b7164db8c211d2b810a5f9c777d419bf09d937245,2019-08-20T00:00:00Z,2019-08-20T00:15:00Z,2019-08-20T00:15:00Z,development,long_signal,0.3700485985510943911109190139,1467.6670806392,0,73.38335403196,no_fill_reference_unavailable,,
intent_8f20bab52f439a10d9637b39,13320abe3f14745520f45d07069e859b5c6d49e98fe96ec4c084f6d2c284c7cb,2019-08-21T00:00:00Z,2019-08-21T00:15:00Z,2019-08-21T00:15:00Z,development,long_signal,0.3667047487645633038121995453,1459.917680584928,0,72.9958840292464,no_fill_reference_unavailable,,
intent_81e9fce1672ce403cc55c627,c581e757916cf9059bcec7a85051f90f990ec3242a25443976ba8bfe27a504bd,2019-08-22T00:00:00Z,2019-08-22T00:15:00Z,2019-08-22T00:15:00Z,development,long_signal,0.35254848589912750365501757,1427.997176889824,0,71.3998588444912,no_fill_reference_unavailable,,
intent_96b59afdcf636f10745ccfaa,474dc25d2fad93b8ce690420093f08ba4eb5eed55433e73e3cf85d68a19a5b25,2019-08-23T00:00:00Z,2019-08-23T00:15:00Z,2019-08-23T00:16:00Z,development,long_signal,0.3915429131736659788569335204,1424.839875517664,57.6050144576137572113984254,71.2419937758832,within_band,,
intent_7509ec0f61bb6b7d1c74a6eb,65f037ed65cf91f56158390af569de4fbe7574462b5e58de99cee8ce6854c55e,2019-08-24T00:00:00Z,2019-08-24T00:15:00Z,2019-08-24T00:17:00Z,development,long_signal,0.3855941402668257191077204684,1440.54044399792,39.4824443341373640622999299,72.027022199896,within_band,,
intent_8222d441bc62e5868dcb285f,8243edbe8c2e72ac4f8ff652c85e1c707b2fa90a62264a339c12c6b016ebe737,2019-08-25T00:00:00Z,2019-08-25T00:15:00Z,2019-08-25T00:15:00Z,development,long_signal,0.3528668202443126838882756524,1428.699629739488,0,71.4349814869744,no_fill_reference_unavailable,,
intent_e5361a97e770da92270b4a25,f6e1e5be1459b4748b329fee9e44ea2fdb7fa8215cb355619b9f5e9ceb9909d9,2019-08-26T00:00:00Z,2019-08-26T00:15:00Z,2019-08-26T00:16:00Z,development,long_signal,0.3811656673126582246581965433,1436.549913979616,35.5725269194541027816236984,71.8274956989808,within_band,,
intent_9299b3dbb578c528d10609ed,2102dc40f2820591b417842aade5aa966681f263d4df36b27a5d3125a204e3cf,2019-08-27T00:00:00Z,2019-08-27T00:15:00Z,2019-08-27T00:16:00Z,development,long_signal,0.3905085857931976300323117022,1437.203792962016,48.5955620332884693582802722,71.8601896481008,within_band,,
intent_6a27d66428dcb29a58824744,745e6ec5bfb8be857f4b86807a44752201515625019242dfeceeb2853604190d,2019-08-28T00:00:00Z,2019-08-28T00:15:00Z,2019-08-28T00:18:00Z,development,long_signal,0.3878749915361870467186357845,1427.167684695008,50.9539032358758917738175192,71.3583842347504,within_band,,
intent_0698f52eba38c74c78a93e45,098b11de1c96a7e7f9ac6213c5951139fa046459a96d766cb5799a51bae6ab55,2019-08-29T00:00:00Z,2019-08-29T00:15:00Z,2019-08-29T00:16:00Z,development,long_signal,0.3798848395881997958292389224,1407.779238754016,51.5736858447393895711776055,70.3889619377008,within_band,,
intent_8dca79a0a5f94f96a7912094,d3ad8ae1b9850dbde9ef3e1b061ab45ddc37560455831f66d24ba353d19f99b3,2019-08-30T00:00:00Z,2019-08-30T00:15:00Z,2019-08-30T00:17:00Z,development,long_signal,0.3745950627638619607913767565,1392.952999884512,53.399250843424575261757737,69.6476499942256,within_band,,
intent_6558bf4ef327bc9b3de23882,ad5ae3fece8f04b25111836c6f950a4caf140793aa19a987fb65edfa8eaae77c,2019-08-31T00:00:00Z,2019-08-31T00:15:00Z,2019-08-31T00:16:00Z,development,long_signal,0.3865566789119502335836518762,1402.417431098336,64.255327824353559359720526,70.1208715549168,within_band,,
intent_0cd28d158578291ce4fa6be0,abdcc5c4ee6638893316b060e43ae1dfb7d1fb48add654d985d5cf9258682e64,2019-09-01T00:00:00Z,2019-09-01T00:15:00Z,2019-09-01T00:15:00Z,development,long_signal,0.340865572186912014965197076,1402.686455593952,0,70.1343227796976,no_fill_reference_unavailable,,
intent_f0f9727e7d3737fdd1c06b06,73e72f0e299012fe9ac08af9974576b5fad7f2449769077ba873670857978cfa,2019-09-02T00:00:00Z,2019-09-02T00:15:00Z,2019-09-02T00:15:00Z,development,long_signal,0.3440387379724816054328266127,1409.4718512056,0,70.47359256028,no_fill_reference_unavailable,,
intent_702db1354334c8bf1fa21eb0,4563ebbfb835ab8a5da039f1c934cd79026f09f8311b5b33d421056489016840,2019-09-03T00:00:00Z,2019-09-03T00:15:00Z,2019-09-03T00:15:00Z,development,long_signal,0.358696727169751860555972006,1441.687534555616,0,72.0843767277808,no_fill_reference_unavailable,,
intent_dfa4b8e546b52a4a8279c670,3ed5c7ba96f4b9c8c997122eda55b2291a080896b05fb64e9aa4cb3c7e01830f,2019-09-04T00:00:00Z,2019-09-04T00:15:00Z,2019-09-04T00:15:00Z,development,long_signal,0.3621402475364323377649413056,1449.47056267184,0,72.473528133592,no_fill_reference_unavailable,,
intent_8d52afd9acec880e5bfaeb6d,151c633217cd2abf61b28f3bce1314c0998bdd17692d026ac3b64ca4b61af54d,2019-09-05T00:00:00Z,2019-09-05T00:15:00Z,2019-09-05T00:17:00Z,development,long_signal,0.3858336479424942523592729482,1440.3909859448,39.9192569348561500886803053,72.01954929724,within_band,,
intent_8cc2c75f65bdf11032ef7ca5,906394f7bc5cc89326e850cbc2ad8a38c283b4bcf1186354fc415bf8477486c7,2019-09-06T00:00:00Z,2019-09-06T00:15:00Z,2019-09-06T00:16:00Z,development,long_signal,0.3859302402119080426828628499,1444.493609502944,37.5390905061812720842324791,72.2246804751472,within_band,,
intent_7c23097923629ef13a2296d7,456fe881455a32ca189a7674f033597231a2699dffa2fa5abcc0cfaeb477d3f8,2019-09-07T00:00:00Z,2019-09-07T00:15:00Z,2019-09-07T00:20:00Z,development,long_signal,0.3993920386183473362673444592,1432.641585890528,64.1029920168001312772959664,71.6320792945264,within_band,,
intent_eeb9fe9debfe420ce4e159c2,4a4049ff910272adc8977f9d1d274d35843ce9d5da79e4ba4d0c7bf878f9b72f,2019-09-08T00:00:00Z,2019-09-08T00:15:00Z,2019-09-08T00:19:00Z,development,long_signal,0.3986844956621169703696110168,1438.152851599328,59.7753270346734350487238472,71.9076425799664,within_band,,
intent_fe9f69fb7d850b8db3e50662,6cb72713d5176aa273a49cd5a68c465552b2987afaea529abda68e3a6f9450bd,2019-09-09T00:00:00Z,2019-09-09T00:15:00Z,2019-09-09T00:17:00Z,development,long_signal,0.3986841573395113641164944565,1433.949343855328,62.3024762762666714447705774,71.6974671927664,within_band,,
intent_9bb302c66459025ee7c85ee6,bcde93d8cbc1ae6623b7360df362077cf96a944e6da5e66c466e1309050c7ee2,2019-09-10T00:00:00Z,2019-09-10T00:15:00Z,2019-09-10T00:15:00Z,development,long_signal,0.354138719235575112624176052,1431.513177589472,0,71.5756588794736,no_fill_reference_unavailable,,
intent_5d1a53639871ab3b806dc323,44bceccddd92a7093afd77e1b8936c9c5223e3e01d4cebd5e49a6b791d90cd44,2019-09-11T00:00:00Z,2019-09-11T00:15:00Z,2019-09-11T00:16:00Z,development,long_signal,0.4147058380820864550142680792,1421.20430837552,92.7363497243100638113111012,71.060215418776,buy,trade_5c09dae9e2164f93af4119d8,
intent_cd5db432d29a34410884bdd6,d5f5cbd8b90434557b2101439b9a7c47acfb6837beae48683e59daa39c7f3e30,2019-09-12T00:00:00Z,2019-09-12T00:15:00Z,2019-09-12T00:18:00Z,development,long_signal,0.4148607226018849971452720758,1421.296056017312,3.4167865384872734378302935,71.0648028008656,within_band,,
intent_99e4d9c8c121e3efb00dfe53,22142cd8ddbd0f91f53eb5f5fbae0f80723cad18acd8d0c61c00808afe360e63,2019-09-13T00:00:00Z,2019-09-13T00:15:00Z,2019-09-13T00:17:00Z,development,long_signal,0.4194267971223714076684645099,1435.760005434944,1.5091488062811267335243526,71.7880002717472,within_band,,
intent_a64da4acd000679502119dd2,f3183a5176473f1155683b667911cd884cd83e6491da6146ec533013be06e577,2019-09-14T00:00:00Z,2019-09-14T00:15:00Z,2019-09-14T00:18:00Z,development,long_signal,0.4822214010237174642251637093,1437.716970315104,90.6538551110678631500632337,71.8858485157552,buy,trade_3faa70a8bda74755d71581df,
intent_ad338325e85f466edbb69343,0840f8b7c5a8cf159ca4dfa18cc49e713e3a430870a890197da43914597bc50a,2019-09-15T00:00:00Z,2019-09-15T00:15:00Z,2019-09-15T00:18:00Z,development,long_signal,0.4984583508051217944708139033,1439.174732243648,78.5681841519475230418589961,71.9587366121824,buy,trade_aa698793a9e94290cef4fc08,
intent_ec0dbb9288830b9c40328a05,e7db2085a464856acfd5c9f11d0540733ae29c0c40d7d1086a8f18ea5dbdc93d,2019-09-16T00:00:00Z,2019-09-16T00:15:00Z,2019-09-16T00:16:00Z,development,long_signal,0.4981804113819931402300655575,1426.977044218304,4.2929718090153026001110597,71.3488522109152,within_band,,
intent_b5e4e2b6240b996ab876bef8,a38b0d9a8984dad3b85da085a73d4e9f4d5709c958a66003a5d7dde43dcbfd50,2019-09-17T00:00:00Z,2019-09-17T00:15:00Z,2019-09-17T00:16:00Z,development,long_signal,0.5012853605136632429770009828,1427.472738419424,8.476452988567066910421556,71.3736369209712,within_band,,
intent_26b1d4e3eb6992f46ce56102,f142ee5e37d7d6d5b390fadb5f1f1e320e61b353db1ecac7c8906926d5b72186,2019-09-18T00:00:00Z,2019-09-18T00:15:00Z,2019-09-18T00:16:00Z,development,long_signal,0.5021669435946726835282575713,1422.187072885376,12.3662678313112584375121865,71.1093536442688,within_band,,
intent_d98f9faf491e81740a25e8c3,34b2e121ba0bc1400fdab725605beda3c5b6df70ea7551cf9a941e494a610746,2019-09-19T00:00:00Z,2019-09-19T00:15:00Z,2019-09-19T00:15:00Z,development,long_signal,0.491700049686609201121880407,1417.230130874176,0,70.8615065437088,no_fill_reference_unavailable,,
intent_7993e514b910efc3f88b2fa8,57db88716c6f9f3190b042ffa2575421f70ec0a931cb404cd8b611518beec522,2019-09-20T00:00:00Z,2019-09-20T00:15:00Z,2019-09-20T00:15:00Z,development,long_signal,0.4960491124753712077807866713,1429.4607330576,0,71.47303665288,no_fill_reference_unavailable,,
intent_60eaa4bde74c88afafb6aeee,ac2b48196ef6c33a8f151b7b9741fb18f28608f679c66239448d0bc5efa3676c,2019-09-21T00:00:00Z,2019-09-21T00:15:00Z,2019-09-21T00:15:00Z,development,non_positive_momentum,0.4943862294974770432415224608,1424.759464897504,0,71.2379732448752,no_fill_reference_unavailable,,
intent_318b2986f539e3e9d1581147,3dc90fef8cfef8dd7216eef0b7d6f9f09a34391127d3952722bfe2e088658eca,2019-09-22T00:00:00Z,2019-09-22T00:15:00Z,2019-09-22T00:15:00Z,development,non_positive_momentum,0.4892233882962101470579078751,1410.358243896544,0,70.5179121948272,no_fill_reference_unavailable,,
intent_9535b493743cc1d859bf1917,3e8be9cef0fd8e9a7936923c06c26ce72605cf6ff946487123b39a40fb225dd6,2019-09-23T00:00:00Z,2019-09-23T00:15:00Z,2019-09-23T00:18:00Z,development,non_positive_momentum,0,1413.671568293504,-693.29356318752,70.6835784146752,sell,trade_0e6d2cd3adca11bb1fb89249,
intent_136c631f06cec69ebc284ac8,6917ce6ec0d95b60d2716e98f012f4db3e5f4ae517a3f8f2d61988ee8b27cdac,2019-09-24T00:00:00Z,2019-09-24T00:15:00Z,2019-09-24T00:16:00Z,development,non_positive_momentum,0,1403.961430011296,-279.634125803232,70.1980715005648,sell,trade_8a6a9e2a77a0b02e467022cb,
intent_56b49801ff21b6a1d91dab8e,43c99755f5d725b147d1adc078b1fd87d4a89c720d90361425c3373ca092dbde,2019-09-25T00:00:00Z,2019-09-25T00:15:00Z,2019-09-25T00:16:00Z,development,non_positive_momentum,0,1403.961430011296,0,70.1980715005648,within_band,,
intent_12b74e09fbb5d1463d5cde21,6a69cfba802742007506d090db741b3cdbe323c13c798f6e66985745f09c6fcb,2019-09-26T00:00:00Z,2019-09-26T00:15:00Z,2019-09-26T00:17:00Z,development,non_positive_momentum,0,1403.961430011296,0,70.1980715005648,within_band,,
intent_9f5a0f344f465dbd4851d8e0,79f53a50f5b98aeecbd66ac3152b04027de1068de0bb0cd461f7c9e313961e3a,2019-09-27T00:00:00Z,2019-09-27T00:15:00Z,2019-09-27T00:15:00Z,development,non_positive_momentum,0,1403.961430011296,0,70.1980715005648,no_fill_reference_unavailable,,
